WWTP,Locality,Code postal
Beggen,Bereldange,7241
Beggen,Bereldange,7245
Beggen,Bertrange,8011
Beggen,Bertrange,8041
Beggen,Bertrange,8050
Beggen,Bertrange,8051
Beggen,Bertrange,8052
Beggen,Bertrange,8053
Beggen,Bertrange,8054
Beggen,Bertrange,8055
Beggen,Bertrange,8057
Beggen,Bertrange,8058
Beggen,Bertrange,8059
Beggen,Bertrange,8061
Beggen,Bertrange,8062
Beggen,Bertrange,8063
Beggen,Bertrange,8064
Beggen,Bertrange,8065
Beggen,Bertrange,8066
Beggen,Bertrange,8067
Beggen,Bertrange,8068
Beggen,Bertrange,8069
Beggen,Bertrange,8070
Beggen,Bertrange,8071
Beggen,Bertrange,8072
Beggen,Bertrange,8074
Beggen,Bertrange,8075
Beggen,Bertrange,8076
Beggen,Bertrange,8077
Beggen,Bertrange,8078
Beggen,Bertrange,8079
Beggen,Bertrange,8080
Beggen,Bertrange,8081
Beggen,Bertrange,8082
Beggen,Bertrange,8083
Beggen,Bertrange,8084
Beggen,Bertrange,8085
Beggen,Bertrange,8086
Beggen,Bertrange,8087
Beggen,Bertrange,8088
Beggen,Bertrange,8089
Beggen,Bertrange,8090
Beggen,Bertrange,8091
Beggen,Bertrange,8092
Beggen,Bertrange,8093
Beggen,Bertrange,8094
Beggen,Bertrange,8095
Beggen,Bertrange,8096
Beggen,Bertrange,8117
Beggen,Bertrange,8268
Beggen,Findel,1319
Beggen,Findel,1523
Beggen,Findel,1751
Beggen,Findel,2220
Beggen,Findel,2632
Beggen,Leudelange,3345
Beggen,Leudelange,3346
Beggen,Leudelange,3347
Beggen,Leudelange,3348
Beggen,Leudelange,3349
Beggen,Leudelange,3350
Beggen,Leudelange,3351
Beggen,Leudelange,3352
Beggen,Leudelange,3353
Beggen,Leudelange,3354
Beggen,Leudelange,3355
Beggen,Leudelange,3356
Beggen,Leudelange,3357
Beggen,Leudelange,3358
Beggen,Leudelange,3360
Beggen,Leudelange,3361
Beggen,Leudelange,3362
Beggen,Leudelange,3363
Beggen,Leudelange,3364
Beggen,Leudelange,3365
Beggen,Leudelange,3366
Beggen,Leudelange,3367
Beggen,Leudelange,3368
Beggen,Leudelange,3369
Beggen,Leudelange,3370
Beggen,Leudelange,3371
Beggen,Leudelange,3372
Beggen,Leudelange,3373
Beggen,Leudelange,3374
Beggen,Leudelange,3375
Beggen,Leudelange,3376
Beggen,Leudelange,3377
Beggen,Luxembourg,1111
Beggen,Luxembourg,1112
Beggen,Luxembourg,1113
Beggen,Luxembourg,1114
Beggen,Luxembourg,1115
Beggen,Luxembourg,1116
Beggen,Luxembourg,1117
Beggen,Luxembourg,1118
Beggen,Luxembourg,1119
Beggen,Luxembourg,1120
Beggen,Luxembourg,1121
Beggen,Luxembourg,1122
Beggen,Luxembourg,1123
Beggen,Luxembourg,1124
Beggen,Luxembourg,1125
Beggen,Luxembourg,1126
Beggen,Luxembourg,1127
Beggen,Luxembourg,1128
Beggen,Luxembourg,1129
Beggen,Luxembourg,1130
Beggen,Luxembourg,1131
Beggen,Luxembourg,1132
Beggen,Luxembourg,1133
Beggen,Luxembourg,1134
Beggen,Luxembourg,1135
Beggen,Luxembourg,1136
Beggen,Luxembourg,1138
Beggen,Luxembourg,1139
Beggen,Luxembourg,1140
Beggen,Luxembourg,1141
Beggen,Luxembourg,1142
Beggen,Luxembourg,1143
Beggen,Luxembourg,1144
Beggen,Luxembourg,1145
Beggen,Luxembourg,1146
Beggen,Luxembourg,1147
Beggen,Luxembourg,1148
Beggen,Luxembourg,1149
Beggen,Luxembourg,1150
Beggen,Luxembourg,1151
Beggen,Luxembourg,1152
Beggen,Luxembourg,1159
Beggen,Luxembourg,1160
Beggen,Luxembourg,1161
Beggen,Luxembourg,1208
Beggen,Luxembourg,1210
Beggen,Luxembourg,1211
Beggen,Luxembourg,1212
Beggen,Luxembourg,1213
Beggen,Luxembourg,1214
Beggen,Luxembourg,1215
Beggen,Luxembourg,1217
Beggen,Luxembourg,1218
Beggen,Luxembourg,1219
Beggen,Luxembourg,1220
Beggen,Luxembourg,1221
Beggen,Luxembourg,1222
Beggen,Luxembourg,1224
Beggen,Luxembourg,1225
Beggen,Luxembourg,1226
Beggen,Luxembourg,1227
Beggen,Luxembourg,1229
Beggen,Luxembourg,1230
Beggen,Luxembourg,1233
Beggen,Luxembourg,1234
Beggen,Luxembourg,1235
Beggen,Luxembourg,1236
Beggen,Luxembourg,1237
Beggen,Luxembourg,1238
Beggen,Luxembourg,1240
Beggen,Luxembourg,1241
Beggen,Luxembourg,1242
Beggen,Luxembourg,1243
Beggen,Luxembourg,1244
Beggen,Luxembourg,1246
Beggen,Luxembourg,1247
Beggen,Luxembourg,1248
Beggen,Luxembourg,1249
Beggen,Luxembourg,1250
Beggen,Luxembourg,1251
Beggen,Luxembourg,1252
Beggen,Luxembourg,1253
Beggen,Luxembourg,1254
Beggen,Luxembourg,1255
Beggen,Luxembourg,1256
Beggen,Luxembourg,1257
Beggen,Luxembourg,1258
Beggen,Luxembourg,1260
Beggen,Luxembourg,1261
Beggen,Luxembourg,1262
Beggen,Luxembourg,1263
Beggen,Luxembourg,1264
Beggen,Luxembourg,1265
Beggen,Luxembourg,1266
Beggen,Luxembourg,1267
Beggen,Luxembourg,1268
Beggen,Luxembourg,1269
Beggen,Luxembourg,1270
Beggen,Luxembourg,1271
Beggen,Luxembourg,1272
Beggen,Luxembourg,1273
Beggen,Luxembourg,1275
Beggen,Luxembourg,1276
Beggen,Luxembourg,1277
Beggen,Luxembourg,1278
Beggen,Luxembourg,1279
Beggen,Luxembourg,1280
Beggen,Luxembourg,1281
Beggen,Luxembourg,1282
Beggen,Luxembourg,1283
Beggen,Luxembourg,1309
Beggen,Luxembourg,1310
Beggen,Luxembourg,1311
Beggen,Luxembourg,1312
Beggen,Luxembourg,1313
Beggen,Luxembourg,1314
Beggen,Luxembourg,1315
Beggen,Luxembourg,1316
Beggen,Luxembourg,1317
Beggen,Luxembourg,1318
Beggen,Luxembourg,1319
Beggen,Luxembourg,1320
Beggen,Luxembourg,1321
Beggen,Luxembourg,1322
Beggen,Luxembourg,1323
Beggen,Luxembourg,1324
Beggen,Luxembourg,1325
Beggen,Luxembourg,1326
Beggen,Luxembourg,1327
Beggen,Luxembourg,1328
Beggen,Luxembourg,1329
Beggen,Luxembourg,1330
Beggen,Luxembourg,1331
Beggen,Luxembourg,1332
Beggen,Luxembourg,1333
Beggen,Luxembourg,1334
Beggen,Luxembourg,1335
Beggen,Luxembourg,1336
Beggen,Luxembourg,1337
Beggen,Luxembourg,1338
Beggen,Luxembourg,1340
Beggen,Luxembourg,1341
Beggen,Luxembourg,1342
Beggen,Luxembourg,1343
Beggen,Luxembourg,1344
Beggen,Luxembourg,1345
Beggen,Luxembourg,1346
Beggen,Luxembourg,1347
Beggen,Luxembourg,1348
Beggen,Luxembourg,1349
Beggen,Luxembourg,1351
Beggen,Luxembourg,1352
Beggen,Luxembourg,1354
Beggen,Luxembourg,1355
Beggen,Luxembourg,1356
Beggen,Luxembourg,1357
Beggen,Luxembourg,1358
Beggen,Luxembourg,1359
Beggen,Luxembourg,1361
Beggen,Luxembourg,1362
Beggen,Luxembourg,1364
Beggen,Luxembourg,1365
Beggen,Luxembourg,1366
Beggen,Luxembourg,1367
Beggen,Luxembourg,1368
Beggen,Luxembourg,1369
Beggen,Luxembourg,1370
Beggen,Luxembourg,1371
Beggen,Luxembourg,1372
Beggen,Luxembourg,1374
Beggen,Luxembourg,1375
Beggen,Luxembourg,1409
Beggen,Luxembourg,1411
Beggen,Luxembourg,1412
Beggen,Luxembourg,1413
Beggen,Luxembourg,1414
Beggen,Luxembourg,1415
Beggen,Luxembourg,1416
Beggen,Luxembourg,1417
Beggen,Luxembourg,1418
Beggen,Luxembourg,1419
Beggen,Luxembourg,1420
Beggen,Luxembourg,1421
Beggen,Luxembourg,1424
Beggen,Luxembourg,1425
Beggen,Luxembourg,1426
Beggen,Luxembourg,1427
Beggen,Luxembourg,1428
Beggen,Luxembourg,1429
Beggen,Luxembourg,1430
Beggen,Luxembourg,1431
Beggen,Luxembourg,1432
Beggen,Luxembourg,1433
Beggen,Luxembourg,1434
Beggen,Luxembourg,1449
Beggen,Luxembourg,1450
Beggen,Luxembourg,1451
Beggen,Luxembourg,1452
Beggen,Luxembourg,1453
Beggen,Luxembourg,1454
Beggen,Luxembourg,1456
Beggen,Luxembourg,1457
Beggen,Luxembourg,1458
Beggen,Luxembourg,1459
Beggen,Luxembourg,1460
Beggen,Luxembourg,1461
Beggen,Luxembourg,1462
Beggen,Luxembourg,1463
Beggen,Luxembourg,1464
Beggen,Luxembourg,1465
Beggen,Luxembourg,1466
Beggen,Luxembourg,1468
Beggen,Luxembourg,1469
Beggen,Luxembourg,1470
Beggen,Luxembourg,1471
Beggen,Luxembourg,1472
Beggen,Luxembourg,1473
Beggen,Luxembourg,1474
Beggen,Luxembourg,1475
Beggen,Luxembourg,1476
Beggen,Luxembourg,1477
Beggen,Luxembourg,1478
Beggen,Luxembourg,1479
Beggen,Luxembourg,1480
Beggen,Luxembourg,1481
Beggen,Luxembourg,1482
Beggen,Luxembourg,1484
Beggen,Luxembourg,1490
Beggen,Luxembourg,1499
Beggen,Luxembourg,1509
Beggen,Luxembourg,1510
Beggen,Luxembourg,1511
Beggen,Luxembourg,1512
Beggen,Luxembourg,1513
Beggen,Luxembourg,1514
Beggen,Luxembourg,1515
Beggen,Luxembourg,1517
Beggen,Luxembourg,1518
Beggen,Luxembourg,1519
Beggen,Luxembourg,1520
Beggen,Luxembourg,1521
Beggen,Luxembourg,1522
Beggen,Luxembourg,1524
Beggen,Luxembourg,1525
Beggen,Luxembourg,1526
Beggen,Luxembourg,1527
Beggen,Luxembourg,1528
Beggen,Luxembourg,1529
Beggen,Luxembourg,1530
Beggen,Luxembourg,1531
Beggen,Luxembourg,1532
Beggen,Luxembourg,1533
Beggen,Luxembourg,1534
Beggen,Luxembourg,1535
Beggen,Luxembourg,1536
Beggen,Luxembourg,1537
Beggen,Luxembourg,1539
Beggen,Luxembourg,1540
Beggen,Luxembourg,1541
Beggen,Luxembourg,1542
Beggen,Luxembourg,1543
Beggen,Luxembourg,1544
Beggen,Luxembourg,1545
Beggen,Luxembourg,1546
Beggen,Luxembourg,1547
Beggen,Luxembourg,1548
Beggen,Luxembourg,1549
Beggen,Luxembourg,1550
Beggen,Luxembourg,1552
Beggen,Luxembourg,1610
Beggen,Luxembourg,1611
Beggen,Luxembourg,1613
Beggen,Luxembourg,1615
Beggen,Luxembourg,1616
Beggen,Luxembourg,1617
Beggen,Luxembourg,1618
Beggen,Luxembourg,1619
Beggen,Luxembourg,1620
Beggen,Luxembourg,1621
Beggen,Luxembourg,1622
Beggen,Luxembourg,1623
Beggen,Luxembourg,1624
Beggen,Luxembourg,1626
Beggen,Luxembourg,1627
Beggen,Luxembourg,1628
Beggen,Luxembourg,1629
Beggen,Luxembourg,1630
Beggen,Luxembourg,1631
Beggen,Luxembourg,1632
Beggen,Luxembourg,1633
Beggen,Luxembourg,1634
Beggen,Luxembourg,1635
Beggen,Luxembourg,1636
Beggen,Luxembourg,1637
Beggen,Luxembourg,1639
Beggen,Luxembourg,1640
Beggen,Luxembourg,1641
Beggen,Luxembourg,1642
Beggen,Luxembourg,1643
Beggen,Luxembourg,1644
Beggen,Luxembourg,1645
Beggen,Luxembourg,1647
Beggen,Luxembourg,1648
Beggen,Luxembourg,1649
Beggen,Luxembourg,1650
Beggen,Luxembourg,1651
Beggen,Luxembourg,1652
Beggen,Luxembourg,1653
Beggen,Luxembourg,1654
Beggen,Luxembourg,1655
Beggen,Luxembourg,1660
Beggen,Luxembourg,1661
Beggen,Luxembourg,1710
Beggen,Luxembourg,1711
Beggen,Luxembourg,1712
Beggen,Luxembourg,1713
Beggen,Luxembourg,1714
Beggen,Luxembourg,1716
Beggen,Luxembourg,1717
Beggen,Luxembourg,1718
Beggen,Luxembourg,1719
Beggen,Luxembourg,1720
Beggen,Luxembourg,1721
Beggen,Luxembourg,1722
Beggen,Luxembourg,1723
Beggen,Luxembourg,1724
Beggen,Luxembourg,1725
Beggen,Luxembourg,1726
Beggen,Luxembourg,1727
Beggen,Luxembourg,1728
Beggen,Luxembourg,1729
Beggen,Luxembourg,1730
Beggen,Luxembourg,1731
Beggen,Luxembourg,1732
Beggen,Luxembourg,1733
Beggen,Luxembourg,1734
Beggen,Luxembourg,1735
Beggen,Luxembourg,1737
Beggen,Luxembourg,1738
Beggen,Luxembourg,1739
Beggen,Luxembourg,1740
Beggen,Luxembourg,1741
Beggen,Luxembourg,1742
Beggen,Luxembourg,1743
Beggen,Luxembourg,1744
Beggen,Luxembourg,1745
Beggen,Luxembourg,1746
Beggen,Luxembourg,1747
Beggen,Luxembourg,1750
Beggen,Luxembourg,1753
Beggen,Luxembourg,1754
Beggen,Luxembourg,1811
Beggen,Luxembourg,1812
Beggen,Luxembourg,1814
Beggen,Luxembourg,1815
Beggen,Luxembourg,1817
Beggen,Luxembourg,1820
Beggen,Luxembourg,1821
Beggen,Luxembourg,1822
Beggen,Luxembourg,1831
Beggen,Luxembourg,1832
Beggen,Luxembourg,1833
Beggen,Luxembourg,1834
Beggen,Luxembourg,1835
Beggen,Luxembourg,1836
Beggen,Luxembourg,1837
Beggen,Luxembourg,1838
Beggen,Luxembourg,1839
Beggen,Luxembourg,1840
Beggen,Luxembourg,1841
Beggen,Luxembourg,1845
Beggen,Luxembourg,1850
Beggen,Luxembourg,1851
Beggen,Luxembourg,1852
Beggen,Luxembourg,1853
Beggen,Luxembourg,1854
Beggen,Luxembourg,1855
Beggen,Luxembourg,1856
Beggen,Luxembourg,1857
Beggen,Luxembourg,1858
Beggen,Luxembourg,1859
Beggen,Luxembourg,1860
Beggen,Luxembourg,1861
Beggen,Luxembourg,1862
Beggen,Luxembourg,1863
Beggen,Luxembourg,1864
Beggen,Luxembourg,1865
Beggen,Luxembourg,1866
Beggen,Luxembourg,1868
Beggen,Luxembourg,1870
Beggen,Luxembourg,1871
Beggen,Luxembourg,1872
Beggen,Luxembourg,1873
Beggen,Luxembourg,1880
Beggen,Luxembourg,1881
Beggen,Luxembourg,1882
Beggen,Luxembourg,1899
Beggen,Luxembourg,1910
Beggen,Luxembourg,1911
Beggen,Luxembourg,1912
Beggen,Luxembourg,1913
Beggen,Luxembourg,1914
Beggen,Luxembourg,1915
Beggen,Luxembourg,1916
Beggen,Luxembourg,1917
Beggen,Luxembourg,1918
Beggen,Luxembourg,1919
Beggen,Luxembourg,1920
Beggen,Luxembourg,1922
Beggen,Luxembourg,1923
Beggen,Luxembourg,1924
Beggen,Luxembourg,1925
Beggen,Luxembourg,1926
Beggen,Luxembourg,1927
Beggen,Luxembourg,1928
Beggen,Luxembourg,1929
Beggen,Luxembourg,1930
Beggen,Luxembourg,1931
Beggen,Luxembourg,1932
Beggen,Luxembourg,1933
Beggen,Luxembourg,1934
Beggen,Luxembourg,1935
Beggen,Luxembourg,1937
Beggen,Luxembourg,1938
Beggen,Luxembourg,1939
Beggen,Luxembourg,1940
Beggen,Luxembourg,1941
Beggen,Luxembourg,1943
Beggen,Luxembourg,1944
Beggen,Luxembourg,1945
Beggen,Luxembourg,1946
Beggen,Luxembourg,1947
Beggen,Luxembourg,1948
Beggen,Luxembourg,1950
Beggen,Luxembourg,1951
Beggen,Luxembourg,1952
Beggen,Luxembourg,1953
Beggen,Luxembourg,1954
Beggen,Luxembourg,2111
Beggen,Luxembourg,2113
Beggen,Luxembourg,2114
Beggen,Luxembourg,2115
Beggen,Luxembourg,2116
Beggen,Luxembourg,2117
Beggen,Luxembourg,2118
Beggen,Luxembourg,2119
Beggen,Luxembourg,2120
Beggen,Luxembourg,2121
Beggen,Luxembourg,2122
Beggen,Luxembourg,2123
Beggen,Luxembourg,2124
Beggen,Luxembourg,2125
Beggen,Luxembourg,2127
Beggen,Luxembourg,2128
Beggen,Luxembourg,2130
Beggen,Luxembourg,2131
Beggen,Luxembourg,2132
Beggen,Luxembourg,2133
Beggen,Luxembourg,2134
Beggen,Luxembourg,2135
Beggen,Luxembourg,2137
Beggen,Luxembourg,2138
Beggen,Luxembourg,2139
Beggen,Luxembourg,2140
Beggen,Luxembourg,2141
Beggen,Luxembourg,2142
Beggen,Luxembourg,2143
Beggen,Luxembourg,2144
Beggen,Luxembourg,2145
Beggen,Luxembourg,2146
Beggen,Luxembourg,2148
Beggen,Luxembourg,2149
Beggen,Luxembourg,2150
Beggen,Luxembourg,2151
Beggen,Luxembourg,2152
Beggen,Luxembourg,2153
Beggen,Luxembourg,2154
Beggen,Luxembourg,2155
Beggen,Luxembourg,2156
Beggen,Luxembourg,2157
Beggen,Luxembourg,2158
Beggen,Luxembourg,2159
Beggen,Luxembourg,2160
Beggen,Luxembourg,2161
Beggen,Luxembourg,2162
Beggen,Luxembourg,2163
Beggen,Luxembourg,2164
Beggen,Luxembourg,2165
Beggen,Luxembourg,2166
Beggen,Luxembourg,2167
Beggen,Luxembourg,2168
Beggen,Luxembourg,2169
Beggen,Luxembourg,2171
Beggen,Luxembourg,2172
Beggen,Luxembourg,2173
Beggen,Luxembourg,2174
Beggen,Luxembourg,2175
Beggen,Luxembourg,2176
Beggen,Luxembourg,2177
Beggen,Luxembourg,2178
Beggen,Luxembourg,2179
Beggen,Luxembourg,2180
Beggen,Luxembourg,2181
Beggen,Luxembourg,2182
Beggen,Luxembourg,2184
Beggen,Luxembourg,2210
Beggen,Luxembourg,2211
Beggen,Luxembourg,2212
Beggen,Luxembourg,2213
Beggen,Luxembourg,2214
Beggen,Luxembourg,2215
Beggen,Luxembourg,2220
Beggen,Luxembourg,2221
Beggen,Luxembourg,2222
Beggen,Luxembourg,2223
Beggen,Luxembourg,2224
Beggen,Luxembourg,2225
Beggen,Luxembourg,2226
Beggen,Luxembourg,2227
Beggen,Luxembourg,2228
Beggen,Luxembourg,2229
Beggen,Luxembourg,2230
Beggen,Luxembourg,2231
Beggen,Luxembourg,2232
Beggen,Luxembourg,2233
Beggen,Luxembourg,2240
Beggen,Luxembourg,2241
Beggen,Luxembourg,2242
Beggen,Luxembourg,2243
Beggen,Luxembourg,2261
Beggen,Luxembourg,2262
Beggen,Luxembourg,2263
Beggen,Luxembourg,2265
Beggen,Luxembourg,2266
Beggen,Luxembourg,2267
Beggen,Luxembourg,2268
Beggen,Luxembourg,2269
Beggen,Luxembourg,2270
Beggen,Luxembourg,2271
Beggen,Luxembourg,2273
Beggen,Luxembourg,2308
Beggen,Luxembourg,2309
Beggen,Luxembourg,2310
Beggen,Luxembourg,2311
Beggen,Luxembourg,2312
Beggen,Luxembourg,2313
Beggen,Luxembourg,2314
Beggen,Luxembourg,2316
Beggen,Luxembourg,2320
Beggen,Luxembourg,2322
Beggen,Luxembourg,2323
Beggen,Luxembourg,2324
Beggen,Luxembourg,2326
Beggen,Luxembourg,2327
Beggen,Luxembourg,2328
Beggen,Luxembourg,2330
Beggen,Luxembourg,2331
Beggen,Luxembourg,2332
Beggen,Luxembourg,2333
Beggen,Luxembourg,2334
Beggen,Luxembourg,2335
Beggen,Luxembourg,2336
Beggen,Luxembourg,2337
Beggen,Luxembourg,2338
Beggen,Luxembourg,2339
Beggen,Luxembourg,2340
Beggen,Luxembourg,2341
Beggen,Luxembourg,2342
Beggen,Luxembourg,2343
Beggen,Luxembourg,2344
Beggen,Luxembourg,2345
Beggen,Luxembourg,2346
Beggen,Luxembourg,2347
Beggen,Luxembourg,2348
Beggen,Luxembourg,2349
Beggen,Luxembourg,2350
Beggen,Luxembourg,2351
Beggen,Luxembourg,2352
Beggen,Luxembourg,2353
Beggen,Luxembourg,2354
Beggen,Luxembourg,2355
Beggen,Luxembourg,2356
Beggen,Luxembourg,2358
Beggen,Luxembourg,2359
Beggen,Luxembourg,2360
Beggen,Luxembourg,2380
Beggen,Luxembourg,2381
Beggen,Luxembourg,2410
Beggen,Luxembourg,2411
Beggen,Luxembourg,2412
Beggen,Luxembourg,2413
Beggen,Luxembourg,2414
Beggen,Luxembourg,2417
Beggen,Luxembourg,2418
Beggen,Luxembourg,2419
Beggen,Luxembourg,2420
Beggen,Luxembourg,2422
Beggen,Luxembourg,2423
Beggen,Luxembourg,2424
Beggen,Luxembourg,2426
Beggen,Luxembourg,2427
Beggen,Luxembourg,2428
Beggen,Luxembourg,2429
Beggen,Luxembourg,2430
Beggen,Luxembourg,2431
Beggen,Luxembourg,2432
Beggen,Luxembourg,2433
Beggen,Luxembourg,2435
Beggen,Luxembourg,2440
Beggen,Luxembourg,2441
Beggen,Luxembourg,2442
Beggen,Luxembourg,2444
Beggen,Luxembourg,2445
Beggen,Luxembourg,2447
Beggen,Luxembourg,2448
Beggen,Luxembourg,2449
Beggen,Luxembourg,2450
Beggen,Luxembourg,2451
Beggen,Luxembourg,2452
Beggen,Luxembourg,2453
Beggen,Luxembourg,2511
Beggen,Luxembourg,2512
Beggen,Luxembourg,2514
Beggen,Luxembourg,2515
Beggen,Luxembourg,2516
Beggen,Luxembourg,2517
Beggen,Luxembourg,2518
Beggen,Luxembourg,2519
Beggen,Luxembourg,2520
Beggen,Luxembourg,2521
Beggen,Luxembourg,2522
Beggen,Luxembourg,2523
Beggen,Luxembourg,2525
Beggen,Luxembourg,2526
Beggen,Luxembourg,2527
Beggen,Luxembourg,2528
Beggen,Luxembourg,2530
Beggen,Luxembourg,2531
Beggen,Luxembourg,2533
Beggen,Luxembourg,2534
Beggen,Luxembourg,2535
Beggen,Luxembourg,2536
Beggen,Luxembourg,2537
Beggen,Luxembourg,2538
Beggen,Luxembourg,2539
Beggen,Luxembourg,2540
Beggen,Luxembourg,2541
Beggen,Luxembourg,2542
Beggen,Luxembourg,2543
Beggen,Luxembourg,2544
Beggen,Luxembourg,2546
Beggen,Luxembourg,2547
Beggen,Luxembourg,2548
Beggen,Luxembourg,2549
Beggen,Luxembourg,2550
Beggen,Luxembourg,2551
Beggen,Luxembourg,2552
Beggen,Luxembourg,2553
Beggen,Luxembourg,2554
Beggen,Luxembourg,2555
Beggen,Luxembourg,2556
Beggen,Luxembourg,2557
Beggen,Luxembourg,2558
Beggen,Luxembourg,2559
Beggen,Luxembourg,2560
Beggen,Luxembourg,2561
Beggen,Luxembourg,2562
Beggen,Luxembourg,2563
Beggen,Luxembourg,2564
Beggen,Luxembourg,2565
Beggen,Luxembourg,2566
Beggen,Luxembourg,2567
Beggen,Luxembourg,2607
Beggen,Luxembourg,2609
Beggen,Luxembourg,2610
Beggen,Luxembourg,2611
Beggen,Luxembourg,2612
Beggen,Luxembourg,2613
Beggen,Luxembourg,2614
Beggen,Luxembourg,2615
Beggen,Luxembourg,2616
Beggen,Luxembourg,2617
Beggen,Luxembourg,2619
Beggen,Luxembourg,2620
Beggen,Luxembourg,2621
Beggen,Luxembourg,2622
Beggen,Luxembourg,2623
Beggen,Luxembourg,2624
Beggen,Luxembourg,2625
Beggen,Luxembourg,2626
Beggen,Luxembourg,2627
Beggen,Luxembourg,2628
Beggen,Luxembourg,2629
Beggen,Luxembourg,2630
Beggen,Luxembourg,2631
Beggen,Luxembourg,2634
Beggen,Luxembourg,2635
Beggen,Luxembourg,2636
Beggen,Luxembourg,2637
Beggen,Luxembourg,2651
Beggen,Luxembourg,2652
Beggen,Luxembourg,2661
Beggen,Luxembourg,2662
Beggen,Luxembourg,2663
Beggen,Luxembourg,2664
Beggen,Luxembourg,2665
Beggen,Luxembourg,2666
Beggen,Luxembourg,2667
Beggen,Luxembourg,2668
Beggen,Luxembourg,2670
Beggen,Luxembourg,2671
Beggen,Luxembourg,2672
Beggen,Luxembourg,2674
Beggen,Luxembourg,2680
Beggen,Luxembourg,2681
Beggen,Luxembourg,2711
Beggen,Luxembourg,2713
Beggen,Luxembourg,2714
Beggen,Luxembourg,2715
Beggen,Luxembourg,2716
Beggen,Luxembourg,2717
Beggen,Luxembourg,2718
Beggen,Luxembourg,2719
Beggen,Luxembourg,2720
Beggen,Luxembourg,2721
Beggen,Luxembourg,2722
Beggen,Luxembourg,2724
Beggen,Luxembourg,2725
Beggen,Luxembourg,2726
Beggen,Luxembourg,2728
Beggen,Luxembourg,2729
Beggen,Luxembourg,2730
Beggen,Luxembourg,2731
Beggen,Luxembourg,2732
Beggen,Luxembourg,2733
Beggen,Luxembourg,2734
Beggen,Luxembourg,2736
Beggen,Luxembourg,2737
Beggen,Luxembourg,2738
Beggen,Luxembourg,2739
Beggen,Luxembourg,2740
Beggen,Luxembourg,2741
Beggen,Luxembourg,2761
Beggen,Luxembourg,2762
Beggen,Luxembourg,2763
Beggen,Luxembourg,2764
Beggen,Roedgen,3392
Beggen,Roedgen,3393
Beggen,Senningerberg,2633
Beggen,Strassen,1019
Beggen,Strassen,1210
Beggen,Strassen,1370
Beggen,Strassen,1445
Beggen,Strassen,1483
Beggen,Strassen,1512
Beggen,Strassen,1525
Beggen,Strassen,2361
Beggen,Strassen,2409
Beggen,Strassen,2410
Beggen,Strassen,2510
Beggen,Strassen,8008
Beggen,Strassen,8009
Beggen,Strassen,8010
Beggen,Strassen,8011
Beggen,Strassen,8012
Beggen,Strassen,8013
Beggen,Strassen,8014
Beggen,Strassen,8015
Beggen,Strassen,8016
Beggen,Strassen,8017
Beggen,Strassen,8018
Beggen,Strassen,8019
Beggen,Strassen,8020
Beggen,Strassen,8021
Beggen,Strassen,8022
Beggen,Strassen,8023
Beggen,Strassen,8024
Beggen,Strassen,8025
Beggen,Strassen,8026
Beggen,Strassen,8027
Beggen,Strassen,8028
Beggen,Strassen,8029
Beggen,Strassen,8030
Beggen,Strassen,8031
Beggen,Strassen,8032
Beggen,Strassen,8033
Beggen,Strassen,8034
Beggen,Strassen,8035
Beggen,Strassen,8036
Beggen,Strassen,8037
Beggen,Strassen,8038
Beggen,Strassen,8039
Beggen,Strassen,8040
Beggen,Strassen,8041
Beggen,Strassen,8042
Beggen,Strassen,8043
Beggen,Strassen,8044
Beggen,Strassen,8045
Beggen,Strassen,8046
Beggen,Strassen,8047
Beggen,Strassen,8048
Beggen,Strassen,8049
Beggen,Strassen,8056
Beggen,Strassen,8069
